country,lifeExp,gdpPercap,pop,continent
氣體燃料供應,178,32994355370.0,24.219602334388338,Asia
醫療耗材批發,3157,32778808885.0,24.21304807296371,Asia
其他辦公用機械器具批發,2298,32774433601.0,24.21291458501283,Asia
電腦套裝軟體批發,2841,32768238698.0,24.212725550821784,Asia
未分類其他組織,450,31372849712.0,24.169208696974025,Asia
衛星電視頻道經營,77,31367373260.0,24.1690341215022,Asia
一次電池製造,55,30956769040.0,24.155857521049015,Asia
金屬裁剪、焊接處理,1654,30854674550.0,24.15255410094059,Asia
其他汽車製造,82,30715391150.0,24.148029706301337,Asia
塑膠外殼及配件製造,1311,30675978666.0,24.14674573138653,Asia
其他未分類專賣批發,3073,30546250610.0,24.14250778540855,Asia
遊覽車客運,860,30452369001.0,24.139429627780512,Asia
報關服務,1179,29739685850.0,24.115748214708102,Asia
其他人造纖維紡紗紡製,106,29717804840.0,24.11501219269527,Asia
金屬用車床、銑床、鑽床製造,1237,29606505689.0,24.111259960917387,Asia
聚酯粒製造,80,29202234690.0,24.09751107377179,Asia
塑膠皮、塑膠布製造,1226,28962182105.0,24.089256750554895,Asia
冷凍、通風、空調系統裝修工程,5383,27864326539.0,24.05061308896958,Asia
創業投資公司,437,27831089365.0,24.049419555268248,Asia
汽車租賃,1509,27733282068.0,24.04589904759414,Asia
服裝批發,5262,27385880935.0,24.033293423187615,Asia
電路工程,4673,26722346601.0,24.00876600365245,Asia
其他民間融資,232,26571624178.0,24.003109723114836,Asia
系統規劃、分析及設計,831,26245865210.0,23.9907742977676,Asia
太陽能電池製造,76,26183485230.0,23.98839471423618,Asia
未分類其他橡膠製品製造,808,25775917495.0,23.97270646253016,Asia
預拌混凝土製造,482,25713182680.0,23.97026964208348,Asia
其他運動場館,593,25568295012.0,23.96461894479287,Asia
其他機電、電信及電路設備裝修,3480,25064651852.0,23.94472439775891,Asia
未分類其他服飾品批發,5171,24974649179.0,23.941127114495483,Asia
基本金屬表面處理,2157,24814032646.0,23.9346751625945,Asia
其他金屬建材批發,3150,24690845218.0,23.929698372929384,Asia
不動產仲介,6093,24489958360.0,23.92152900762321,Asia
汽車車體、車身製造,242,24413346200.0,23.91839579511888,Asia
未分類其他家用器具及用品批發,8083,24117016072.0,23.906183489378,Asia
未分類其他綜合商品零售,6598,23996002979.0,23.90115311088294,Asia
有線電話機製造,112,23201420860.0,23.86747935770886,Asia
金屬製品表面處理,917,23132403359.0,23.864500214363396,Asia
國產菸酒批發,2277,22902273410.0,23.854502018124965,Asia
基金管理,62,21923209410.0,23.81081170299842,Asia
電視節目製作,687,21850137714.0,23.807473061168377,Asia
電視機製造,11,21825269000.0,23.806334263911126,Asia
其他金屬加工用機械設備製造,1341,21757391607.0,23.803219380747212,Asia
化工機械批發,177,21457077460.0,23.789320379413557,Asia
塑膠成型模具製造,2275,21439128836.0,23.788483539674232,Asia
其他水產品批發,3732,21385518706.0,23.785979833930842,Asia
棉纖維處理,30,21372698450.0,23.78538017111808,Asia
其他廣告服務,8463,21185526153.0,23.776584056826977,Asia
汽油零售,2254,21144219720.0,23.77463240579486,Asia
電腦設備管理及資訊技術諮詢,1002,21130486340.0,23.773982684873626,Asia
汽車零件、汽車百貨零售,9490,21094337758.0,23.772270488713982,Asia
衛星通信網路服務,19,21039237700.0,23.76965499317097,Asia
超級市場,2252,20959655590.0,23.76586526448944,Asia
其他量測、導航及控制設備製造,338,20852251189.0,23.760727750058248,Asia
顯示器製造,10,20808524150.0,23.758628554606336,Asia
鋼筋、棒鋼製造,84,20781316920.0,23.757320195007882,Asia
一般事業廢棄物處理,616,20667171446.0,23.751812357831565,Asia
非酒精飲料批發,3363,20601010782.0,23.748605978625577,Asia
電子及半導體生產用機械設備製造,494,20560084135.0,23.746617369694263,Asia
發光二極體製造,26,20292422819.0,23.73351339316746,Asia
型鋼製造,54,20258473180.0,23.731838971624082,Asia
其他照明器具製造,451,20218281670.0,23.7298530652263,Asia
家電（視聽設備及家用空調器具除外）批發,1726,20147045661.0,23.726323497269632,Asia
其他未分類基本金屬製造,1080,20137341476.0,23.725841713339065,Asia
無線電視頻道經營,12,20114260971.0,23.72469490147934,Asia
其他紙張製造,169,20111840920.0,23.72457457905737,Asia
金屬線製品製造,756,19799096370.0,23.708902135726674,Asia
保全服務,503,19795666980.0,23.708728911304128,Asia
未分類砂、石採取及其他礦業,498,19780220179.0,23.707948294474374,Asia
未分類其他金屬加工處理,3626,19586428012.0,23.698102714962435,Asia
