class,count,capital,ave_cap
醃漬水產品零售,22,23780000.0,1080909.0909090908
醃漬肉品製造,57,340860000.0,5980000.0
醃漬蔬果批發,96,300945580.0,3134849.7916666665
醃漬蔬果零售,82,121130000.0,1477195.1219512196
醃漬蔬菜、醃漬果實製造,132,1731921290.0,13120615.833333334
醫學檢驗服務,58,2934790090.0,50599829.137931034
醫用生物製品製造,39,10143364638.0,260086272.76923078
醫療機械設備出租,72,4772413020.0,66283514.166666664
醫療機械設備批發,2049,33676873090.0,16435760.414836505
醫療耗材批發,2778,32763896673.0,11794059.277537797
醫療耗材零售,697,4390138825.0,6298620.982783358
醫院,9,4367914745.0,485323860.5555556
醬油製造,60,882388210.0,14706470.166666666
量測設備批發,823,12406294690.0,15074477.144592952
金屬加工機械維修及安裝,212,386520000.0,1823207.5471698113
金屬加工用機械批發,1698,8842790579.0,5207768.303297997
金屬家具製造,572,12227688141.0,21377077.16958042
金屬彈簧製造,156,2344083620.0,15026177.051282052
金屬徽章製造,20,81900000.0,4095000.0
金屬手工具批發,1952,9714702100.0,4976794.108606557
金屬手工具零售,723,3516801002.0,4864178.426002766
金屬把手製造,22,180700000.0,8213636.363636363
金屬瓶蓋製造,22,275656000.0,12529818.181818182
金屬用車床、銑床、鑽床製造,979,29593228689.0,30228017.04698672
金屬礦採取,19,16919862400.0,890519073.6842105
金屬結構及建築組件批發,844,10284480990.0,12185404.016587678
金屬結構製造,981,14387395471.0,14666050.429153925
金屬線製品製造,618,19792743370.0,32027092.83171521
金屬罐製造,75,7309818000.0,97464240.0
金屬裁剪、焊接處理,1317,30834906562.0,23412989.03720577
金屬製品表面處理,712,23122380360.0,32475253.31460674
金屬貯槽製造,29,530880000.0,18306206.896551725
金屬軟管製造,38,324023000.0,8526921.05263158
金屬鍋碗製造,22,259480000.0,11794545.454545455
金屬門窗批發,1762,6760705470.0,3836949.7559591373
金屬門窗（框）製造,1016,4693302367.0,4619392.093503937
金屬飾物製造,99,644688888.0,6512008.96969697
金融控股,34,1677202046880.0,49329471967.05882
金融租賃,50,43302754850.0,866055097.0
金融聯合徵信服務,8,19800000.0,2475000.0
金融資產證券化商品,23,1123127500.0,48831630.43478261
金（銀）條、金（銀）塊、金（銀）錠及金（銀）幣批發,147,1116139848.0,7592788.081632653
金（銀）條、金（銀）塊、金（銀）錠及金（銀）幣零售,123,455520000.0,3703414.6341463416
金（銀）飾批發,756,6512238031.0,8614071.46957672
金（銀）飾零售,2185,2905757646.0,1329866.199542334
針織內衣製造,57,1781460000.0,31253684.210526317
針織外衣、襯衫製造,48,507650000.0,10576041.666666666
針織布染整,11,477155000.0,43377727.27272727
針織毛衣、毛褲製造,22,280200000.0,12736363.636363637
釣具批發,122,621010000.0,5090245.901639344
釣具零售,87,185593000.0,2133252.8735632184
釣蝦場,57,13333000.0,233912.28070175438
釣魚場,37,12350000.0,333783.7837837838
鈕扣製造,23,414500000.0,18021739.13043478
銅或銅合金粗製品製造,42,3760365000.0,89532500.0
銅鑄造,96,3922140000.0,40855625.0
銲棒、桿、條製造,16,1917035000.0,119814687.5
鋁合金鍊製,15,1049200000.0,69946666.66666667
鋁合金鑄造,359,14741437420.0,41062499.777158774
鋁或鋁合金粗製品製造,139,14198003319.0,102143908.76978417
鋁精鍊,47,10688761720.0,227420462.1276596
鋼板（捲）、鋼帶、鋼片製造,415,46411297070.0,111834450.77108434
鋼構工程,274,1876597888.0,6848897.401459854
鋼球、鋼珠製造,2,5500000.0,2750000.0
鋼瓶（瓦斯鋼瓶除外）製造,17,126099990.0,7417646.470588235
鋼筋、棒鋼製造,79,20781086920.0,263051733.16455695
鋼管製造,26,3152610270.0,121254241.15384616
鋼鐵伸線,111,5903242500.0,53182364.86486486
鋼鐵冶鍊,257,131977719630.0,513531982.99610895
鋼鐵熱處理,103,3139355000.0,30479174.757281553
鋼鐵鍛品製造,94,3789221920.0,40310871.4893617
錄放影機製造,17,3023839010.0,177872882.94117647
錄音工程,35,89440000.0,2555428.5714285714
錄音（影）帶內容複製,7,18800000.0,2685714.285714286
錢幣鑄造,1,600000000.0,600000000.0
鍊銅,20,7507211500.0,375360575.0
鍋爐、金屬貯槽及壓力容器維修及安裝,174,930101000.0,5345408.045977011
鍋爐製造,70,775947000.0,11084957.142857144
鍋爐附屬裝置製造,1,200000.0,200000.0
鎖具及鑰匙製造,132,6610645000.0,50080643.93939394
鏡子批發,12,68200000.0,5683333.333333333
鏡子零售,12,127160000.0,10596666.666666666
鐘錶及鐘錶零件批發,387,3021259270.0,7806871.498708011
鐘錶及鐘錶零件零售,334,3396248100.0,10168407.48502994
鐘錶維修,19,13200000.0,694736.8421052631
鐘錶製造,71,1331094000.0,18747802.816901408
鐵路、陸路貨運承攬,189,884525999.0,4680031.740740741
鐵路運輸,4,264256409569.0,66064102392.25
鑄管鑄造,71,49178070420.0,692648879.1549295
鑄鋼件鑄造,244,6182481570.0,25338039.221311476
鑄鐵件鑄造,1741,192190597716.0,110390923.4439977
閃光燈具製造,7,158900000.0,22700000.0
開鎖及配鎖,80,54750000.0,684375.0
關門器製造,5,15900000.0,3180000.0
防水工程,665,709134023.0,1066366.9518796992
防盜、防災系統設備製造,53,3805456102.0,71801058.52830188
附駕駛之客車租賃,569,7624582500.0,13399969.244288225
陶土、黏土批發,6,37700000.0,6283333.333333333
陶瓷器皿及餐具批發,420,2121408000.0,5050971.428571428
陶瓷器皿及餐具零售,151,1478135800.0,9788978.80794702
陶瓷衛浴設備燒製,31,4862781000.0,156863903.22580644
陶瓷裝飾品燒製,78,876355000.0,11235320.512820512
陶瓷餐具燒製,95,64513487570.0,679089342.8421053
陸上行李包裹託運,115,185034000.0,1608991.3043478262
隨身碟製造,20,6022919200.0,301145960.0
雕刻、雕塑創作,12,18529000.0,1544083.3333333333
雕刻木製品製造,29,43666000.0,1505724.1379310344
雕塑品批發,68,194907000.0,2866279.411764706
雕塑品零售,127,208908000.0,1644944.8818897638
雜糧栽培,96,195362000.0,2035020.8333333333
雜貨店,550,684001889.0,1243639.798181818
雞飼育,92,1570665760.0,17072453.913043477
雨衣、雨鞋批發,52,129091000.0,2482519.230769231
雨衣、雨鞋零售,15,24300000.0,1620000.0
零售式量販店,280,3220562568.0,11502009.17142857
電力供應,1613,555023565615.0,344093965.04339737
電力及電信傳送塔營建,140,2816410000.0,20117214.285714287
電力機械器材及設備維修及安裝,993,40282643513.0,40566609.78147029
電力設備出租,10,112440000.0,11244000.0
電力設備器材批發,1564,6970360598.0,4456752.300511509
電力變壓器製造,252,8917234930.0,35385852.896825396
電動機（馬達）製造,15,2694626000.0,179641733.33333334
電動玩具店,461,524032440.0,1136729.8047722343
電動玩具製造,18,190100000.0,10561111.111111112
電子及半導體生產用機械設備製造,444,20558425135.0,46302759.31306306
電子器材、電子設備批發,17029,455236350047.0,26733005.464031946
電子工業用化學處理劑製造,10,1744086980.0,174408698.0
電子支付,19,1701300000.0,89542105.26315789
電子玩具製造,11,242450000.0,22040909.09090909
電子琴花車,16,3280000.0,205000.0
電子票證發行,1,650049300.0,650049300.0
電子管製造,78,105479406160.0,1352300078.974359
電子連接器（線）製造,516,131880572540.0,255582504.9224806
電子遊樂器、電子遊樂器套裝軟體批發,52,444863492.0,8555067.153846154
電子遊樂器、電子遊樂器套裝軟體零售,33,94820000.0,2873333.3333333335
電影及電視節目拍攝器材設備出租,16,631500000.0,39468750.0
電影片代理及發行,112,790910000.0,7061696.428571428
電影片製作,728,5486624677.0,7536572.358516484
電影錄音、音效,33,73260000.0,2220000.0
電影院,74,3456454500.0,46708844.5945946
電晶體製造,45,5666612490.0,125924722.0
電梯、電扶梯、升降機裝修工程,899,5949532999.0,6617945.493882091
電梯（升降機）、電扶梯製造,195,11961784750.0,61342485.897435896
電源供應器製造,15,6031346120.0,402089741.3333333
電熱器製造,62,588630000.0,9494032.258064516
電燈泡及燈管製造,160,3057754620.0,19110966.375
電線及電纜製造,554,97928438650.0,176766134.74729243
電纜裝修工程,564,88355843015.0,156659296.12588653
電腦及其週邊設備出租,33,482965000.0,14635303.030303031
電腦及其週邊設備維修,593,2656234427.0,4479316.065767285
電腦及電腦週邊設備批發,9707,149156768134.0,15365897.613474812
電腦及電腦週邊設備零售,4266,118098443576.0,27683648.283169243
電腦報表紙製造,16,898150000.0,56134375.0
電腦套裝軟體批發,2563,32747426453.0,12776990.422551697
電腦套裝軟體零售,866,10234953955.0,11818653.527713627
電腦排版、照相排版、印刷排版,340,922873400.0,2714333.529411765
電腦製造,208,190307669990.0,914940721.1057693
電腦設備管理及資訊技術諮詢,837,21119047651.0,25231837.097968936
電腦資訊訓練,13,150550000.0,11580769.23076923
電視機製造,10,21825269000.0,2182526900.0
電視節目代理及發行,54,2507402470.0,46433379.074074075
電視節目製作,659,21848035520.0,33153316.418816388
電視節目錄音、音效,4,2100000.0,525000.0
電視頻道代理商,1,180000000.0,180000000.0
電話交換機製造,22,1626977000.0,73953500.0
電話機批發,279,1682130000.0,6029139.784946237
電話機零售,519,1253952799.0,2416094.02504817
電話秘書及客服中心服務,22,151623134.0,6891960.636363637
電路工程,4301,26697745200.0,6207334.387351778
電鬍刀、電髮器材製造,9,56500000.0,6277777.777777778
青草零售,145,827945000.0,5709965.517241379
非乳製食用冰品製造,91,1506351820.0,16553316.703296704
非店面零售代理,766,4921630676.0,6425105.321148825
非機械設備之農具修理,54,31431000.0,582055.5555555555
非酒精飲料批發,2712,20566024115.0,7583342.225294985
非金屬飾物製造,22,137360000.0,6243636.363636363
非食用動植物油脂批發,119,1237098000.0,10395781.512605041
鞋、皮革品修理,24,19875000.0,828125.0
鞋類及其配件（真皮鞋類及其配件除外）批發,738,10453871078.0,14165136.96205962
鞋類及其配件（真皮鞋類及其配件除外）零售,401,1835675800.0,4577745.137157107
鞋類零售攤販,4,1400000.0,350000.0
韌性植物纖維紡前處理,28,556420000.0,19872142.85714286
音樂光碟、影片光碟零售,92,2296513061.0,24962098.489130434
音樂廳、音樂展演空間經營,37,210350000.0,5685135.135135135
音樂教學,35,44915000.0,1283285.7142857143
音樂表演,118,138930000.0,1177372.8813559322
音樂詞曲創作,31,47898000.0,1545096.7741935484
音樂詞曲版權代理及授權使用,43,107090888.0,2490485.7674418604
音響設備製造,147,7549370640.0,51356262.85714286
預拌混凝土工程,120,118984000.0,991533.3333333334
預拌混凝土製造,414,25711355680.0,62104723.8647343
顯示器製造,9,20808524150.0,2312058238.888889
飛機出租,4,260000000.0,65000000.0
食品、飲料及菸草製作用機械設備製造,310,4604335670.0,14852695.709677419
食品零售攤販,69,36378999.0,527231.8695652174
食品飲料機械批發,342,1672231729.0,4889566.459064327
食用冰棒及食用冰塊製造,55,684966000.0,12453927.272727273
食用植物油製造,81,18133810620.0,223874205.1851852
食用油脂批發,865,8837529971.0,10216797.65433526
食用油脂零售,85,309924000.0,3646164.705882353
食用菇蕈類菌種培育,81,1617709000.0,19971716.049382716
食用醋製造,26,716830000.0,27570384.615384616
食用鹽製造,1,200000.0,200000.0
飲料零售,2068,11167729077.0,5400255.839941973
飲料零售攤販,33,17117112.0,518700.36363636365
飲用淨水零售,201,445878890.0,2218302.935323383
飲用淨水零售（自助加水站）,143,49770000.0,348041.95804195805
飲酒店,306,564288000.0,1844078.431372549
餐盒零售,84,169720567.0,2020482.9404761905
餐食攤販,424,162688998.0,383700.46698113205
餐館、餐廳,15435,71127191831.0,4608175.6936184
香水、香粉批發,38,229500000.0,6039473.684210527
香水、香粉零售,39,68908000.0,1766871.7948717948
香皂、沐浴乳、洗面皂批發,167,556781000.0,3334017.9640718563
香皂、沐浴乳、洗面皂零售,120,237665000.0,1980541.6666666667
香腸、火腿製造,25,692966000.0,27718640.0
香菇栽培,36,170489000.0,4735805.555555556
馬術場,3,10500000.0,3500000.0
骨灰（骸）存放設施經營,20,3985225182.0,199261259.1
骨髓幹細胞中心,3,408860000.0,136286666.66666666
體外診斷試劑製造,9,1237761444.0,137529049.33333334
體操指導,5,9645000.0,1929000.0
體重計零售,48,564149999.0,11753124.979166666
高爾夫球場及練習場,104,12989576660.0,124899775.57692307
高爾夫球用品製造,9,1455349190.0,161705465.55555555
魚漿製造,5,15700000.0,3140000.0
魚苗批發,10,18920000.0,1892000.0
魚類批發,648,6694190329.0,10330540.63117284
鮮乳、調味乳製造,13,179550000.0,13811538.461538462
鮮奶油、乳酪及乾酪製造,4,30500000.0,7625000.0
鴨飼育,18,76478000.0,4248777.777777778
鵝飼育,3,1440000.0,480000.0
鹹水魚塭養殖,46,223128390.0,4850617.173913044
鹼類製造,4,44000000.0,11000000.0
鹽批發,3,20400000.0,6800000.0
鹿飼育,1,200000.0,200000.0
麵店、小吃店,8779,4039941447.0,460182.4179291491
麵筋製造,4,64183780.0,16045945.0
麵粉批發,110,964399999.0,8767272.718181819
麵粉製造,28,3690139830.0,131790708.21428572
麵食品批發,154,961097000.0,6240889.610389611
麵食品零售,135,117795894.0,872562.1777777778
麻紗（線）紡製,3,48700000.0,16233333.333333334
麻絲梭織布製造,1,500000.0,500000.0
黃豆粉製造,5,15500000.0,3100000.0
齒輪製造,188,4967790700.0,26424418.617021278
ＡＢＳ樹脂製造,12,3118129000.0,259844083.33333334
Ｋ書中心,10,5198000.0,519800.0
